order_id,pizza_name_id,quantity,pizza_size_id,order_date_id,order_time,cust_id,restaurant_id,per_pizza_price
26,classic_dlx_s,1,size3,26,14:54:26,248,res9,12
26,veggie_veg_l,1,size1,26,14:54:26,248,res9,20.25
27,bbq_ckn_l,1,size1,27,15:11:17,369,res13,20.75
27,classic_dlx_m,1,size2,27,15:11:17,369,res13,16
27,spinach_fet_l,1,size1,27,15:11:17,369,res13,20.25
28,ckn_alfredo_s,1,size3,28,15:35:46,214,res8,12.75
29,green_garden_s,1,size3,29,15:41:01,501,res14,12
30,thai_ckn_l,1,size1,30,15:41:25,124,res11,20.75
31,mexicana_m,1,size2,31,15:50:18,439,res17,16
31,pepperoni_s,1,size3,31,15:50:18,439,res17,9.75
32,big_meat_s,1,size3,32,15:53:18,190,res9,12
32,green_garden_l,1,size1,32,15:53:18,190,res9,20.25
32,ital_cpcllo_l,1,size1,32,15:53:18,190,res9,20.5
32,ital_supr_m,1,size2,32,15:53:18,190,res9,16.5
33,bbq_ckn_l,1,size1,33,15:54:08,279,res9,20.75
33,green_garden_s,1,size3,33,15:54:08,279,res9,12
34,the_greek_s,1,size3,34,16:21:21,159,res8,12
35,green_garden_m,1,size2,35,16:32:04,17,res5,16
35,pep_msh_pep_l,1,size1,35,16:32:04,17,res5,17.5
35,pepperoni_m,1,size2,35,16:32:04,17,res5,12.5
35,thai_ckn_l,1,size1,35,16:32:04,17,res5,20.75
36,bbq_ckn_m,1,size2,36,16:54:09,222,res12,16.75
36,classic_dlx_m,1,size2,36,16:54:09,222,res12,16
37,ital_supr_l,1,size1,37,16:56:09,214,res10,20.75
37,mexicana_l,1,size1,37,16:56:09,214,res10,20.25
38,hawaiian_s,1,size3,38,17:03:00,267,res11,10.5
38,ital_cpcllo_l,1,size1,38,17:03:00,267,res11,20.5
39,ital_supr_l,1,size1,39,17:07:23,65,res5,20.75
40,four_cheese_l,1,size1,40,17:14:36,260,res12,17.95
40,southw_ckn_s,1,size3,40,17:14:36,260,res12,12.75
41,four_cheese_m,1,size2,41,17:15:20,403,res13,14.75
41,green_garden_s,1,size3,41,17:15:20,403,res13,12
42,big_meat_s,1,size3,42,17:28:09,407,res16,12
42,five_cheese_l,1,size1,42,17:28:09,407,res16,18.5
42,mexicana_l,1,size1,42,17:28:09,407,res16,20.25
42,peppr_salami_m,1,size2,42,17:28:09,407,res16,16.5
43,ckn_alfredo_m,1,size2,43,17:38:34,27,res5,16.75
43,ital_supr_m,1,size2,43,17:38:34,27,res5,16.5
43,peppr_salami_l,1,size1,43,17:38:34,27,res5,20.75
44,spin_pesto_s,1,size3,44,17:54:20,362,res14,12.5
45,four_cheese_l,1,size1,45,17:55:48,195,res12,17.95
45,hawaiian_s,1,size3,45,17:55:48,195,res12,10.5
45,thai_ckn_m,1,size2,45,17:55:48,195,res12,16.75
46,ckn_pesto_l,1,size1,46,18:25:51,126,res11,20.75
46,classic_dlx_l,1,size1,46,18:25:51,126,res11,20.5
46,thai_ckn_m,1,size2,46,18:25:51,126,res11,16.75
47,southw_ckn_l,1,size1,47,18:26:34,477,res16,20.75
47,veggie_veg_s,1,size3,47,18:26:34,477,res16,12
48,ckn_pesto_m,1,size2,48,18:26:42,166,res8,16.75
48,green_garden_s,1,size3,48,18:26:42,166,res8,12
48,prsc_argla_l,1,size1,48,18:26:42,166,res8,20.75
48,spicy_ital_l,1,size1,48,18:26:42,166,res8,20.75
49,sicilian_l,1,size1,49,18:33:00,340,res8,20.25
50,the_greek_xl,1,size4,50,18:41:01,365,res14,25.5
51,bbq_ckn_l,1,size1,51,18:48:28,203,res10,20.75
51,pep_msh_pep_l,1,size1,51,18:48:28,203,res10,17.5
52,hawaiian_l,1,size1,52,18:53:02,249,res8,16.5
52,mexicana_l,1,size1,52,18:53:02,249,res8,20.25
52,spicy_ital_l,1,size1,52,18:53:02,249,res8,20.75
53,pep_msh_pep_s,1,size3,53,18:54:17,399,res14,11
53,spinach_supr_m,1,size2,53,18:54:17,399,res14,16.5
54,prsc_argla_m,1,size2,54,19:01:45,50,res5,16.5
54,thai_ckn_l,1,size1,54,19:01:45,50,res5,20.75
55,peppr_salami_s,1,size3,55,19:03:19,57,res5,12.5
55,spicy_ital_l,1,size1,55,19:03:19,57,res5,20.75
56,classic_dlx_m,1,size2,56,19:07:00,324,res10,16
56,mediterraneo_l,1,size1,56,19:07:00,324,res10,20.25
56,southw_ckn_m,1,size2,56,19:07:00,324,res10,16.75
57,classic_dlx_m,1,size2,57,19:10:51,340,res8,16
58,five_cheese_l,1,size1,58,19:30:40,305,res11,18.5
58,pepperoni_m,1,size2,58,19:30:40,305,res11,12.5
59,ital_veggie_s,1,size3,59,19:40:08,325,res8,12.75
59,pep_msh_pep_s,1,size3,59,19:40:08,325,res8,11
59,pepperoni_l,1,size1,59,19:40:08,325,res8,15.25
60,ckn_pesto_l,1,size1,60,20:05:16,37,res7,20.75
60,four_cheese_m,1,size2,60,20:05:16,37,res7,14.75
61,bbq_ckn_m,1,size2,61,20:08:43,61,res2,16.75
61,ital_supr_l,1,size1,61,20:08:43,61,res2,20.75
62,bbq_ckn_m,1,size2,62,20:50:16,267,res8,16.75
62,spinach_supr_m,1,size2,62,20:50:16,267,res8,16.5
63,pep_msh_pep_m,1,size2,63,20:51:42,14,res1,14.5
64,big_meat_s,1,size3,64,20:52:08,188,res11,12
65,pep_msh_pep_s,1,size3,65,21:16:00,494,res14,11
65,sicilian_s,1,size3,65,21:16:00,494,res14,12.25
65,spicy_ital_s,1,size3,65,21:16:00,494,res14,12.5
65,spinach_supr_m,1,size2,65,21:16:00,494,res14,16.5
66,classic_dlx_m,1,size2,66,21:47:55,342,res12,16
66,ital_cpcllo_m,1,size2,66,21:47:55,342,res12,16
67,southw_ckn_l,1,size1,67,22:03:40,295,res12,20.75
68,classic_dlx_m,1,size2,68,22:07:32,400,res15,16
68,ital_supr_l,1,size1,68,22:07:32,400,res15,20.75
68,ital_supr_m,1,size2,68,22:07:32,400,res15,16.5
69,bbq_ckn_l,1,size1,69,22:12:13,246,res9,20.75
70,ital_veggie_s,1,size3,70,11:38:51,469,res14,12.75
70,soppressata_l,1,size1,70,11:38:51,469,res14,20.75
71,thai_ckn_l,1,size1,71,11:40:50,456,res15,20.75
72,spinach_fet_l,1,size1,72,11:57:25,363,res14,20.25
73,thai_ckn_s,1,size3,73,11:58:56,266,res11,12.75
74,five_cheese_l,1,size1,74,12:01:12,88,res3,18.5
74,mexicana_l,1,size1,74,12:01:12,88,res3,20.25
74,spin_pesto_s,1,size3,74,12:01:12,88,res3,12.5
74,spinach_supr_l,1,size1,74,12:01:12,88,res3,20.75
75,ital_supr_s,1,size3,75,12:10:15,215,res9,12.5
75,mediterraneo_l,1,size1,75,12:10:15,215,res9,20.25
75,napolitana_l,1,size1,75,12:10:15,215,res9,20.5
76,big_meat_s,1,size3,76,12:21:17,393,res16,12
76,hawaiian_l,1,size1,76,12:21:17,393,res16,16.5
76,ital_veggie_l,1,size1,76,12:21:17,393,res16,21
76,spicy_ital_l,1,size1,76,12:21:17,393,res16,20.75
77,bbq_ckn_m,1,size2,77,12:22:46,182,res8,16.75
77,hawaiian_m,1,size2,77,12:22:46,182,res8,13.25
78,big_meat_s,1,size3,78,12:28:14,244,res11,12
78,classic_dlx_s,1,size3,78,12:28:14,244,res11,12
78,four_cheese_l,1,size1,78,12:28:14,244,res11,17.95
78,ital_cpcllo_m,1,size2,78,12:28:14,244,res11,16
78,spicy_ital_l,3,size1,78,12:28:14,244,res11,62.25
78,thai_ckn_s,1,size3,78,12:28:14,244,res11,12.75
79,ital_cpcllo_l,1,size1,79,12:29:11,77,res1,20.5
79,pep_msh_pep_s,1,size3,79,12:29:11,77,res1,11
79,thai_ckn_l,1,size1,79,12:29:11,77,res1,20.75
80,pepperoni_s,1,size3,80,12:35:38,89,res2,9.75
80,thai_ckn_m,1,size2,80,12:35:38,89,res2,16.75
81,thai_ckn_l,1,size1,81,12:40:01,351,res10,20.75
82,big_meat_s,1,size3,82,12:45:51,403,res14,12
82,cali_ckn_m,1,size2,82,12:45:51,403,res14,16.75
82,spicy_ital_l,1,size1,82,12:45:51,403,res14,20.75
82,veggie_veg_m,1,size2,82,12:45:51,403,res14,16
83,southw_ckn_s,1,size3,83,12:53:27,60,res1,12.75
84,pepperoni_l,1,size1,84,13:13:41,275,res10,15.25
85,classic_dlx_m,1,size2,85,13:34:49,501,res16,16
85,classic_dlx_s,1,size3,85,13:34:49,501,res16,12
85,ital_supr_l,1,size1,85,13:34:49,501,res16,20.75
85,the_greek_m,1,size2,85,13:34:49,501,res16,16
86,hawaiian_l,1,size1,86,13:40:31,314,res9,16.5
87,ital_cpcllo_m,1,size2,87,14:01:02,290,res8,16
87,mexicana_m,1,size2,87,14:01:02,290,res8,16
87,spinach_supr_l,1,size1,87,14:01:02,290,res8,20.75
87,spinach_supr_s,1,size3,87,14:01:02,290,res8,12.5
88,five_cheese_l,1,size1,88,14:10:08,419,res15,18.5
89,soppressata_l,1,size1,89,14:30:19,399,res14,20.75
89,thai_ckn_l,1,size1,89,14:30:19,399,res14,20.75
90,sicilian_l,1,size1,90,15:08:48,365,res16,20.25
90,thai_ckn_s,1,size3,90,15:08:48,365,res16,12.75
91,bbq_ckn_l,2,size1,91,15:14:43,191,res9,41.5
91,ckn_pesto_s,1,size3,91,15:14:43,191,res9,12.75
91,pepperoni_s,1,size3,91,15:14:43,191,res9,9.75
92,bbq_ckn_m,1,size2,92,15:17:02,90,res1,16.75
92,ital_supr_l,1,size1,92,15:17:02,90,res1,20.75
92,ital_supr_m,1,size2,92,15:17:02,90,res1,16.5
92,ital_veggie_s,1,size3,92,15:17:02,90,res1,12.75
92,pepperoni_m,1,size2,92,15:17:02,90,res1,12.5
92,peppr_salami_m,1,size2,92,15:17:02,90,res1,16.5
92,spinach_fet_s,1,size3,92,15:17:02,90,res1,12
92,spinach_supr_s,1,size3,92,15:17:02,90,res1,12.5
92,the_greek_m,2,size2,92,15:17:02,90,res1,32
93,sicilian_m,1,size2,93,15:29:31,3,res2,16.25
94,ital_cpcllo_m,1,size2,94,16:17:16,111,res3,16
94,southw_ckn_s,1,size3,94,16:17:16,111,res3,12.75
95,napolitana_s,1,size3,95,16:18:04,5,res4,12
95,peppr_salami_l,1,size1,95,16:18:04,5,res4,20.75
96,napolitana_s,1,size3,96,16:21:20,423,res15,12
97,big_meat_s,1,size3,97,16:45:33,204,res8,12
98,classic_dlx_l,1,size1,98,17:18:18,297,res12,20.5
98,napolitana_l,1,size1,98,17:18:18,297,res12,20.5
99,ital_supr_l,1,size1,99,17:45:42,39,res2,20.75
100,hawaiian_l,1,size1,100,17:46:17,125,res8,16.5
101,cali_ckn_l,1,size1,101,17:51:33,4,res4,20.75
101,pepperoni_l,1,size1,101,17:51:33,4,res4,15.25
101,soppressata_l,1,size1,101,17:51:33,4,res4,20.75
101,spicy_ital_m,1,size2,101,17:51:33,4,res4,16.5
102,bbq_ckn_s,1,size3,102,17:54:04,199,res11,12.75
102,prsc_argla_s,1,size3,102,17:54:04,199,res11,12.5
103,spinach_supr_s,1,size3,103,18:02:09,347,res9,12.5
104,bbq_ckn_m,1,size2,104,18:02:12,132,res11,16.75
104,ckn_alfredo_m,1,size2,104,18:02:12,132,res11,16.75
104,ital_veggie_m,1,size2,104,18:02:12,132,res11,16.75
104,veggie_veg_l,1,size1,104,18:02:12,132,res11,20.25
105,hawaiian_s,2,size3,105,18:12:01,17,res4,21
105,pepperoni_l,1,size1,105,18:12:01,17,res4,15.25
105,prsc_argla_m,1,size2,105,18:12:01,17,res4,16.5
106,mexicana_l,1,size1,106,18:12:13,286,res12,20.25
106,spicy_ital_l,1,size1,106,18:12:13,286,res12,20.75
107,cali_ckn_l,1,size1,107,18:25:09,487,res14,20.75
107,ital_supr_m,1,size2,107,18:25:09,487,res14,16.5
107,spicy_ital_l,1,size1,107,18:25:09,487,res14,20.75
107,veggie_veg_l,1,size1,107,18:25:09,487,res14,20.25
108,classic_dlx_l,1,size1,108,18:25:25,194,res10,20.5
108,hawaiian_l,1,size1,108,18:25:25,194,res10,16.5
108,spinach_supr_l,1,size1,108,18:25:25,194,res10,20.75
109,ital_cpcllo_l,1,size1,109,18:27:50,328,res9,20.5
109,ital_supr_l,1,size1,109,18:27:50,328,res9,20.75
109,pepperoni_m,1,size2,109,18:27:50,328,res9,12.5
109,prsc_argla_l,1,size1,109,18:27:50,328,res9,20.75
110,big_meat_s,1,size3,110,18:36:19,284,res11,12
110,napolitana_l,1,size1,110,18:36:19,284,res11,20.5
110,soppressata_l,1,size1,110,18:36:19,284,res11,20.75
110,spicy_ital_s,1,size3,110,18:36:19,284,res11,12.5
111,cali_ckn_m,1,size2,111,18:38:01,50,res2,16.75
111,five_cheese_l,1,size1,111,18:38:01,50,res2,18.5
111,pepperoni_m,1,size2,111,18:38:01,50,res2,12.5
111,spin_pesto_l,1,size1,111,18:38:01,50,res2,20.75
112,pepperoni_s,1,size3,112,18:41:40,432,res15,9.75
113,cali_ckn_l,1,size1,113,18:50:21,157,res10,20.75
113,mexicana_l,1,size1,113,18:50:21,157,res10,20.25
113,southw_ckn_m,1,size2,113,18:50:21,157,res10,16.75
114,pepperoni_l,1,size1,114,18:59:32,324,res8,15.25
114,sicilian_s,1,size3,114,18:59:32,324,res8,12.25
115,big_meat_s,1,size3,115,19:05:17,305,res9,12
115,napolitana_l,1,size1,115,19:05:17,305,res9,20.5
115,thai_ckn_m,1,size2,115,19:05:17,305,res9,16.75
116,five_cheese_l,1,size1,116,19:18:49,221,res10,18.5
117,peppr_salami_m,1,size2,117,19:23:02,131,res8,16.5
117,sicilian_l,1,size1,117,19:23:02,131,res8,20.25
118,prsc_argla_l,1,size1,118,19:26:59,97,res4,20.75
118,spinach_fet_s,1,size3,118,19:26:59,97,res4,12
119,four_cheese_m,1,size2,119,19:32:29,460,res14,14.75
120,classic_dlx_s,1,size3,120,19:35:07,107,res1,12
120,hawaiian_s,1,size3,120,19:35:07,107,res1,10.5
120,spinach_fet_l,1,size1,120,19:35:07,107,res1,20.25
121,bbq_ckn_m,1,size2,121,19:38:48,340,res10,16.75
121,four_cheese_l,1,size1,121,19:38:48,340,res10,17.95
121,sicilian_l,1,size1,121,19:38:48,340,res10,20.25
121,southw_ckn_l,1,size1,121,19:38:48,340,res10,20.75
122,ital_supr_m,1,size2,122,19:50:19,223,res10,16.5
123,ital_cpcllo_s,1,size3,123,20:12:09,388,res15,12
124,bbq_ckn_s,1,size3,124,20:12:34,46,res7,12.75
124,sicilian_l,1,size1,124,20:12:34,46,res7,20.25
124,spicy_ital_l,1,size1,124,20:12:34,46,res7,20.75
124,the_greek_s,1,size3,124,20:12:34,46,res7,12
125,the_greek_xl,1,size4,125,20:31:06,341,res12,25.5
126,veggie_veg_l,1,size1,126,20:53:42,325,res11,20.25
127,pepperoni_m,1,size2,127,20:58:23,416,res16,12.5
128,spicy_ital_s,1,size3,128,21:05:06,151,res8,12.5
129,big_meat_s,1,size3,129,21:13:02,307,res8,12
129,the_greek_m,1,size2,129,21:13:02,307,res8,16
130,hawaiian_s,1,size3,130,21:14:55,190,res9,10.5
130,ital_cpcllo_l,1,size1,130,21:14:55,190,res9,20.5
130,mexicana_m,1,size2,130,21:14:55,190,res9,16
130,southw_ckn_s,1,size3,130,21:14:55,190,res9,12.75
131,ckn_pesto_l,1,size1,131,21:33:10,217,res8,20.75
131,five_cheese_l,1,size1,131,21:33:10,217,res8,18.5
131,green_garden_s,1,size3,131,21:33:10,217,res8,12
131,spinach_supr_s,1,size3,131,21:33:10,217,res8,12.5
132,pepperoni_s,1,size3,132,21:42:45,240,res9,9.75
133,bbq_ckn_l,1,size1,133,22:00:17,182,res8,20.75
133,hawaiian_l,1,size1,133,22:00:17,182,res8,16.5
133,the_greek_s,1,size3,133,22:00:17,182,res8,12
134,big_meat_s,1,size3,134,22:13:24,331,res11,12
134,southw_ckn_l,1,size1,134,22:13:24,331,res11,20.75
134,spinach_supr_s,1,size3,134,22:13:24,331,res11,12.5
135,veggie_veg_l,1,size1,135,22:29:34,253,res10,20.25
136,five_cheese_l,1,size1,136,22:32:49,249,res9,18.5
136,peppr_salami_s,1,size3,136,22:32:49,249,res9,12.5
137,mediterraneo_l,1,size1,137,11:34:10,6,res4,20.25
137,pepperoni_s,1,size3,137,11:34:10,6,res4,9.75
137,spicy_ital_m,1,size2,137,11:34:10,6,res4,16.5
138,cali_ckn_m,1,size2,138,11:44:50,211,res11,16.75
138,four_cheese_l,1,size1,138,11:44:50,211,res11,17.95
138,ital_veggie_l,1,size1,138,11:44:50,211,res11,21
138,sicilian_m,1,size2,138,11:44:50,211,res11,16.25
139,five_cheese_l,1,size1,139,11:57:39,75,res3,18.5
140,prsc_argla_s,1,size3,140,12:26:44,66,res1,12.5
140,veggie_veg_m,1,size2,140,12:26:44,66,res1,16
141,classic_dlx_m,1,size2,141,13:16:01,106,res5,16
142,green_garden_m,1,size2,142,13:33:59,164,res9,16
143,cali_ckn_s,1,size3,143,13:41:36,208,res8,12.75
143,classic_dlx_s,1,size3,143,13:41:36,208,res8,12
143,hawaiian_l,1,size1,143,13:41:36,208,res8,16.5
143,mexicana_m,1,size2,143,13:41:36,208,res8,16
143,pepperoni_l,1,size1,143,13:41:36,208,res8,15.25
143,prsc_argla_s,1,size3,143,13:41:36,208,res8,12.5
143,thai_ckn_l,1,size1,143,13:41:36,208,res8,20.75
143,veggie_veg_m,1,size2,143,13:41:36,208,res8,16
144,bbq_ckn_m,3,size2,144,13:44:28,47,res3,50.25
144,big_meat_s,1,size3,144,13:44:28,47,res3,12
144,cali_ckn_l,1,size1,144,13:44:28,47,res3,20.75
144,ckn_pesto_m,1,size2,144,13:44:28,47,res3,16.75
144,five_cheese_l,1,size1,144,13:44:28,47,res3,18.5
144,four_cheese_l,1,size1,144,13:44:28,47,res3,17.95
144,pep_msh_pep_s,1,size3,144,13:44:28,47,res3,11
144,southw_ckn_l,1,size1,144,13:44:28,47,res3,20.75
144,southw_ckn_s,1,size3,144,13:44:28,47,res3,12.75
144,spicy_ital_l,1,size1,144,13:44:28,47,res3,20.75
144,thai_ckn_m,1,size2,144,13:44:28,47,res3,16.75
144,veggie_veg_l,1,size1,144,13:44:28,47,res3,20.25
145,the_greek_s,1,size3,145,13:53:48,167,res9,12
146,cali_ckn_l,1,size1,146,14:22:10,46,res7,20.75
146,four_cheese_m,1,size2,146,14:22:10,46,res7,14.75
146,hawaiian_m,1,size2,146,14:22:10,46,res7,13.25
147,the_greek_xl,1,size4,147,14:32:51,10,res6,25.5
148,mediterraneo_s,1,size3,148,14:40:42,404,res16,12
149,spinach_fet_m,1,size2,149,14:48:45,231,res10,16
150,pepperoni_m,1,size2,150,14:49:58,389,res16,12.5
151,southw_ckn_l,1,size1,151,15:09:34,469,res13,20.75
151,spinach_supr_s,1,size3,151,15:09:34,469,res13,12.5
152,hawaiian_s,1,size3,152,15:09:42,452,res13,10.5
152,spinach_fet_l,1,size1,152,15:09:42,452,res13,20.25
152,thai_ckn_s,1,size3,152,15:09:42,452,res13,12.75
152,the_greek_m,1,size2,152,15:09:42,452,res13,16
153,mexicana_m,1,size2,153,15:16:34,484,res15,16
154,prsc_argla_s,1,size3,154,15:22:43,354,res10,12.5
155,ckn_pesto_s,1,size3,155,15:28:59,46,res7,12.75
155,napolitana_l,1,size1,155,15:28:59,46,res7,20.5
155,pepperoni_l,1,size1,155,15:28:59,46,res7,15.25
155,peppr_salami_l,1,size1,155,15:28:59,46,res7,20.75
156,napolitana_m,1,size2,156,15:42:19,7,res6,16
156,thai_ckn_l,1,size1,156,15:42:19,7,res6,20.75
157,ital_supr_l,1,size1,157,15:43:03,55,res4,20.75
157,mediterraneo_m,1,size2,157,15:43:03,55,res4,16
157,sicilian_m,1,size2,157,15:43:03,55,res4,16.25
157,spin_pesto_m,1,size2,157,15:43:03,55,res4,16.5
158,ital_veggie_m,1,size2,158,15:54:30,353,res11,16.75
158,thai_ckn_m,1,size2,158,15:54:30,353,res11,16.75
159,four_cheese_l,1,size1,159,15:59:22,347,res12,17.95
159,thai_ckn_m,1,size2,159,15:59:22,347,res12,16.75
160,classic_dlx_m,1,size2,160,16:35:33,72,res3,16
161,hawaiian_s,1,size3,161,16:43:46,493,res15,10.5
161,spicy_ital_m,1,size2,161,16:43:46,493,res15,16.5
161,the_greek_xl,1,size4,161,16:43:46,493,res15,25.5
162,big_meat_s,1,size3,162,16:51:22,298,res10,12
163,hawaiian_m,1,size2,163,16:54:54,359,res15,13.25
163,pepperoni_l,1,size1,163,16:54:54,359,res15,15.25
163,the_greek_m,1,size2,163,16:54:54,359,res15,16
164,cali_ckn_l,1,size1,164,16:56:33,477,res15,20.75
164,pepperoni_m,1,size2,164,16:56:33,477,res15,12.5
165,prsc_argla_m,1,size2,165,16:57:37,104,res7,16.5
166,prsc_argla_s,1,size3,166,16:58:51,415,res14,12.5
167,bbq_ckn_l,1,size1,167,17:00:49,67,res1,20.75
167,ital_supr_m,1,size2,167,17:00:49,67,res1,16.5
167,pepperoni_m,1,size2,167,17:00:49,67,res1,12.5
168,big_meat_s,1,size3,168,17:02:27,28,res3,12
168,veggie_veg_m,1,size2,168,17:02:27,28,res3,16
169,four_cheese_l,1,size1,169,17:15:48,204,res9,17.95
169,ital_cpcllo_s,1,size3,169,17:15:48,204,res9,12
169,sicilian_m,1,size2,169,17:15:48,204,res9,16.25
170,hawaiian_l,1,size1,170,17:21:31,423,res14,16.5
171,napolitana_m,1,size2,171,17:23:03,417,res13,16
172,napolitana_s,1,size3,172,17:29:24,260,res8,12
172,spinach_supr_m,1,size2,172,17:29:24,260,res8,16.5
172,thai_ckn_l,1,size1,172,17:29:24,260,res8,20.75
173,cali_ckn_m,1,size2,173,17:35:30,36,res5,16.75
173,classic_dlx_m,1,size2,173,17:35:30,36,res5,16
173,veggie_veg_l,1,size1,173,17:35:30,36,res5,20.25
174,big_meat_s,1,size3,174,17:37:49,227,res8,12
174,cali_ckn_l,1,size1,174,17:37:49,227,res8,20.75
174,cali_ckn_m,1,size2,174,17:37:49,227,res8,16.75
174,ital_cpcllo_m,1,size2,174,17:37:49,227,res8,16
175,ital_supr_l,1,size1,175,17:50:51,299,res8,20.75
176,cali_ckn_l,1,size1,176,17:51:57,470,res14,20.75
176,peppr_salami_m,1,size2,176,17:51:57,470,res14,16.5
177,napolitana_s,1,size3,177,17:54:36,293,res10,12
177,thai_ckn_l,1,size1,177,17:54:36,293,res10,20.75
178,peppr_salami_l,1,size1,178,18:15:03,344,res8,20.75
179,hawaiian_l,1,size1,179,18:20:14,12,res6,16.5
179,sicilian_m,1,size2,179,18:20:14,12,res6,16.25
179,veggie_veg_s,1,size3,179,18:20:14,12,res6,12
180,classic_dlx_l,1,size1,180,18:33:34,97,res5,20.5
180,prsc_argla_l,1,size1,180,18:33:34,97,res5,20.75
181,mexicana_l,1,size1,181,18:49:32,24,res3,20.25
182,brie_carre_s,1,size3,182,18:50:10,265,res12,23.65
182,peppr_salami_l,1,size1,182,18:50:10,265,res12,20.75
183,napolitana_m,1,size2,183,18:54:55,377,res13,16
183,spin_pesto_l,1,size1,183,18:54:55,377,res13,20.75
183,spin_pesto_s,1,size3,183,18:54:55,377,res13,12.5
184,hawaiian_l,1,size1,184,18:59:05,149,res11,16.5
