order_date_id,order_date,day,month,year,week_day
227,2015-1-4,4,1,2015,1
228,2015-1-4,4,1,2015,1
229,2015-1-4,4,1,2015,1
230,2015-1-4,4,1,2015,1
231,2015-1-4,4,1,2015,1
232,2015-1-4,4,1,2015,1
233,2015-1-4,4,1,2015,1
234,2015-1-4,4,1,2015,1
235,2015-1-4,4,1,2015,1
236,2015-1-4,4,1,2015,1
237,2015-1-4,4,1,2015,1
238,2015-1-4,4,1,2015,1
239,2015-1-4,4,1,2015,1
240,2015-1-4,4,1,2015,1
241,2015-1-4,4,1,2015,1
242,2015-1-4,4,1,2015,1
243,2015-1-4,4,1,2015,1
244,2015-1-4,4,1,2015,1
245,2015-1-4,4,1,2015,1
246,2015-1-4,4,1,2015,1
247,2015-1-4,4,1,2015,1
248,2015-1-4,4,1,2015,1
249,2015-1-4,4,1,2015,1
250,2015-1-4,4,1,2015,1
251,2015-1-4,4,1,2015,1
252,2015-1-4,4,1,2015,1
253,2015-1-4,4,1,2015,1
254,2015-1-4,4,1,2015,1
255,2015-1-5,5,1,2015,2
256,2015-1-5,5,1,2015,2
257,2015-1-5,5,1,2015,2
258,2015-1-5,5,1,2015,2
259,2015-1-5,5,1,2015,2
260,2015-1-5,5,1,2015,2
261,2015-1-5,5,1,2015,2
262,2015-1-5,5,1,2015,2
263,2015-1-5,5,1,2015,2
264,2015-1-5,5,1,2015,2
265,2015-1-5,5,1,2015,2
266,2015-1-5,5,1,2015,2
267,2015-1-5,5,1,2015,2
268,2015-1-5,5,1,2015,2
269,2015-1-5,5,1,2015,2
270,2015-1-5,5,1,2015,2
271,2015-1-5,5,1,2015,2
272,2015-1-5,5,1,2015,2
273,2015-1-5,5,1,2015,2
274,2015-1-5,5,1,2015,2
275,2015-1-5,5,1,2015,2
276,2015-1-5,5,1,2015,2
277,2015-1-5,5,1,2015,2
278,2015-1-5,5,1,2015,2
279,2015-1-5,5,1,2015,2
280,2015-1-5,5,1,2015,2
281,2015-1-5,5,1,2015,2
282,2015-1-5,5,1,2015,2
283,2015-1-5,5,1,2015,2
284,2015-1-5,5,1,2015,2
285,2015-1-5,5,1,2015,2
286,2015-1-5,5,1,2015,2
287,2015-1-5,5,1,2015,2
288,2015-1-5,5,1,2015,2
289,2015-1-5,5,1,2015,2
290,2015-1-5,5,1,2015,2
291,2015-1-5,5,1,2015,2
292,2015-1-5,5,1,2015,2
293,2015-1-5,5,1,2015,2
294,2015-1-5,5,1,2015,2
295,2015-1-5,5,1,2015,2
296,2015-1-5,5,1,2015,2
297,2015-1-5,5,1,2015,2
298,2015-1-5,5,1,2015,2
299,2015-1-5,5,1,2015,2
300,2015-1-5,5,1,2015,2
301,2015-1-5,5,1,2015,2
302,2015-1-5,5,1,2015,2
303,2015-1-5,5,1,2015,2
304,2015-1-5,5,1,2015,2
305,2015-1-5,5,1,2015,2
306,2015-1-5,5,1,2015,2
307,2015-1-5,5,1,2015,2
308,2015-1-5,5,1,2015,2
309,2015-1-6,6,1,2015,3
310,2015-1-6,6,1,2015,3
311,2015-1-6,6,1,2015,3
312,2015-1-6,6,1,2015,3
313,2015-1-6,6,1,2015,3
314,2015-1-6,6,1,2015,3
315,2015-1-6,6,1,2015,3
316,2015-1-6,6,1,2015,3
317,2015-1-6,6,1,2015,3
318,2015-1-6,6,1,2015,3
319,2015-1-6,6,1,2015,3
320,2015-1-6,6,1,2015,3
321,2015-1-6,6,1,2015,3
322,2015-1-6,6,1,2015,3
323,2015-1-6,6,1,2015,3
324,2015-1-6,6,1,2015,3
325,2015-1-6,6,1,2015,3
326,2015-1-6,6,1,2015,3
327,2015-1-6,6,1,2015,3
328,2015-1-6,6,1,2015,3
329,2015-1-6,6,1,2015,3
330,2015-1-6,6,1,2015,3
331,2015-1-6,6,1,2015,3
332,2015-1-6,6,1,2015,3
333,2015-1-6,6,1,2015,3
334,2015-1-6,6,1,2015,3
335,2015-1-6,6,1,2015,3
336,2015-1-6,6,1,2015,3
337,2015-1-6,6,1,2015,3
338,2015-1-6,6,1,2015,3
339,2015-1-6,6,1,2015,3
340,2015-1-6,6,1,2015,3
341,2015-1-6,6,1,2015,3
342,2015-1-6,6,1,2015,3
343,2015-1-6,6,1,2015,3
344,2015-1-6,6,1,2015,3
345,2015-1-6,6,1,2015,3
346,2015-1-6,6,1,2015,3
347,2015-1-6,6,1,2015,3
348,2015-1-6,6,1,2015,3
349,2015-1-6,6,1,2015,3
350,2015-1-6,6,1,2015,3
351,2015-1-6,6,1,2015,3
352,2015-1-6,6,1,2015,3
353,2015-1-6,6,1,2015,3
354,2015-1-6,6,1,2015,3
355,2015-1-6,6,1,2015,3
356,2015-1-6,6,1,2015,3
357,2015-1-6,6,1,2015,3
358,2015-1-6,6,1,2015,3
359,2015-1-6,6,1,2015,3
360,2015-1-6,6,1,2015,3
361,2015-1-6,6,1,2015,3
362,2015-1-6,6,1,2015,3
363,2015-1-6,6,1,2015,3
364,2015-1-6,6,1,2015,3
365,2015-1-6,6,1,2015,3
366,2015-1-6,6,1,2015,3
367,2015-1-6,6,1,2015,3
368,2015-1-6,6,1,2015,3
369,2015-1-6,6,1,2015,3
370,2015-1-6,6,1,2015,3
371,2015-1-6,6,1,2015,3
372,2015-1-6,6,1,2015,3
373,2015-1-7,7,1,2015,4
374,2015-1-7,7,1,2015,4
375,2015-1-7,7,1,2015,4
376,2015-1-7,7,1,2015,4
377,2015-1-7,7,1,2015,4
378,2015-1-7,7,1,2015,4
379,2015-1-7,7,1,2015,4
380,2015-1-7,7,1,2015,4
381,2015-1-7,7,1,2015,4
382,2015-1-7,7,1,2015,4
383,2015-1-7,7,1,2015,4
384,2015-1-7,7,1,2015,4
385,2015-1-7,7,1,2015,4
386,2015-1-7,7,1,2015,4
387,2015-1-7,7,1,2015,4
388,2015-1-7,7,1,2015,4
389,2015-1-7,7,1,2015,4
390,2015-1-7,7,1,2015,4
391,2015-1-7,7,1,2015,4
392,2015-1-7,7,1,2015,4
393,2015-1-7,7,1,2015,4
394,2015-1-7,7,1,2015,4
395,2015-1-7,7,1,2015,4
396,2015-1-7,7,1,2015,4
397,2015-1-7,7,1,2015,4
398,2015-1-7,7,1,2015,4
399,2015-1-7,7,1,2015,4
400,2015-1-7,7,1,2015,4
401,2015-1-7,7,1,2015,4
402,2015-1-7,7,1,2015,4
403,2015-1-7,7,1,2015,4
404,2015-1-7,7,1,2015,4
405,2015-1-7,7,1,2015,4
406,2015-1-7,7,1,2015,4
407,2015-1-7,7,1,2015,4
408,2015-1-7,7,1,2015,4
409,2015-1-7,7,1,2015,4
410,2015-1-7,7,1,2015,4
411,2015-1-7,7,1,2015,4
412,2015-1-7,7,1,2015,4
413,2015-1-7,7,1,2015,4
414,2015-1-7,7,1,2015,4
415,2015-1-7,7,1,2015,4
416,2015-1-7,7,1,2015,4
417,2015-1-7,7,1,2015,4
418,2015-1-7,7,1,2015,4
419,2015-1-7,7,1,2015,4
420,2015-1-7,7,1,2015,4
421,2015-1-7,7,1,2015,4
422,2015-1-7,7,1,2015,4
423,2015-1-7,7,1,2015,4
424,2015-1-7,7,1,2015,4
425,2015-1-7,7,1,2015,4
426,2015-1-7,7,1,2015,4
427,2015-1-7,7,1,2015,4
428,2015-1-7,7,1,2015,4
429,2015-1-7,7,1,2015,4
430,2015-1-7,7,1,2015,4
431,2015-1-8,8,1,2015,5
432,2015-1-8,8,1,2015,5
433,2015-1-8,8,1,2015,5
434,2015-1-8,8,1,2015,5
435,2015-1-8,8,1,2015,5
436,2015-1-8,8,1,2015,5
437,2015-1-8,8,1,2015,5
438,2015-1-8,8,1,2015,5
439,2015-1-8,8,1,2015,5
440,2015-1-8,8,1,2015,5
441,2015-1-8,8,1,2015,5
442,2015-1-8,8,1,2015,5
443,2015-1-8,8,1,2015,5
444,2015-1-8,8,1,2015,5
445,2015-1-8,8,1,2015,5
446,2015-1-8,8,1,2015,5
447,2015-1-8,8,1,2015,5
448,2015-1-8,8,1,2015,5
449,2015-1-8,8,1,2015,5
450,2015-1-8,8,1,2015,5
451,2015-1-8,8,1,2015,5
452,2015-1-8,8,1,2015,5
453,2015-1-8,8,1,2015,5
454,2015-1-8,8,1,2015,5
455,2015-1-8,8,1,2015,5
456,2015-1-8,8,1,2015,5
457,2015-1-8,8,1,2015,5
458,2015-1-8,8,1,2015,5
459,2015-1-8,8,1,2015,5
460,2015-1-8,8,1,2015,5
461,2015-1-8,8,1,2015,5
462,2015-1-8,8,1,2015,5
463,2015-1-8,8,1,2015,5
464,2015-1-8,8,1,2015,5
465,2015-1-8,8,1,2015,5
466,2015-1-8,8,1,2015,5
467,2015-1-8,8,1,2015,5
468,2015-1-8,8,1,2015,5
469,2015-1-8,8,1,2015,5
470,2015-1-8,8,1,2015,5
471,2015-1-8,8,1,2015,5
472,2015-1-8,8,1,2015,5
473,2015-1-8,8,1,2015,5
474,2015-1-8,8,1,2015,5
475,2015-1-8,8,1,2015,5
476,2015-1-8,8,1,2015,5
477,2015-1-8,8,1,2015,5
478,2015-1-8,8,1,2015,5
479,2015-1-8,8,1,2015,5
480,2015-1-8,8,1,2015,5
481,2015-1-8,8,1,2015,5
482,2015-1-8,8,1,2015,5
483,2015-1-8,8,1,2015,5
484,2015-1-8,8,1,2015,5
485,2015-1-8,8,1,2015,5
486,2015-1-8,8,1,2015,5
487,2015-1-8,8,1,2015,5
488,2015-1-8,8,1,2015,5
489,2015-1-8,8,1,2015,5
490,2015-1-8,8,1,2015,5
491,2015-1-8,8,1,2015,5
492,2015-1-8,8,1,2015,5
493,2015-1-8,8,1,2015,5
494,2015-1-8,8,1,2015,5
495,2015-1-8,8,1,2015,5
496,2015-1-8,8,1,2015,5
497,2015-1-8,8,1,2015,5
498,2015-1-8,8,1,2015,5
499,2015-1-8,8,1,2015,5
500,2015-1-8,8,1,2015,5
501,2015-1-8,8,1,2015,5
502,2015-1-8,8,1,2015,5
503,2015-1-9,9,1,2015,6
504,2015-1-9,9,1,2015,6
505,2015-1-9,9,1,2015,6
506,2015-1-9,9,1,2015,6
507,2015-1-9,9,1,2015,6
508,2015-1-9,9,1,2015,6
509,2015-1-9,9,1,2015,6
510,2015-1-9,9,1,2015,6
511,2015-1-9,9,1,2015,6
512,2015-1-9,9,1,2015,6
513,2015-1-9,9,1,2015,6
514,2015-1-9,9,1,2015,6
515,2015-1-9,9,1,2015,6
516,2015-1-9,9,1,2015,6
517,2015-1-9,9,1,2015,6
518,2015-1-9,9,1,2015,6
519,2015-1-9,9,1,2015,6
520,2015-1-9,9,1,2015,6
521,2015-1-9,9,1,2015,6
522,2015-1-9,9,1,2015,6
523,2015-1-9,9,1,2015,6
524,2015-1-9,9,1,2015,6
525,2015-1-9,9,1,2015,6
526,2015-1-9,9,1,2015,6
527,2015-1-9,9,1,2015,6
528,2015-1-9,9,1,2015,6
529,2015-1-9,9,1,2015,6
530,2015-1-9,9,1,2015,6
531,2015-1-9,9,1,2015,6
532,2015-1-9,9,1,2015,6
533,2015-1-9,9,1,2015,6
534,2015-1-9,9,1,2015,6
535,2015-1-9,9,1,2015,6
536,2015-1-9,9,1,2015,6
537,2015-1-9,9,1,2015,6
538,2015-1-9,9,1,2015,6
539,2015-1-9,9,1,2015,6
540,2015-1-9,9,1,2015,6
541,2015-1-9,9,1,2015,6
542,2015-1-9,9,1,2015,6
543,2015-1-9,9,1,2015,6
544,2015-1-9,9,1,2015,6
545,2015-1-9,9,1,2015,6
546,2015-1-9,9,1,2015,6
547,2015-1-9,9,1,2015,6
548,2015-1-9,9,1,2015,6
549,2015-1-9,9,1,2015,6
550,2015-1-9,9,1,2015,6
551,2015-1-9,9,1,2015,6
552,2015-1-9,9,1,2015,6
553,2015-1-9,9,1,2015,6
554,2015-1-9,9,1,2015,6
555,2015-1-9,9,1,2015,6
556,2015-1-9,9,1,2015,6
557,2015-1-9,9,1,2015,6
558,2015-1-9,9,1,2015,6
559,2015-1-9,9,1,2015,6
560,2015-1-9,9,1,2015,6
561,2015-1-9,9,1,2015,6
562,2015-1-9,9,1,2015,6
563,2015-1-9,9,1,2015,6
564,2015-1-9,9,1,2015,6
565,2015-1-10,10,1,2015,7
566,2015-1-10,10,1,2015,7
567,2015-1-10,10,1,2015,7
568,2015-1-10,10,1,2015,7
569,2015-1-10,10,1,2015,7
570,2015-1-10,10,1,2015,7
571,2015-1-10,10,1,2015,7
572,2015-1-10,10,1,2015,7
573,2015-1-10,10,1,2015,7
574,2015-1-10,10,1,2015,7
575,2015-1-10,10,1,2015,7
576,2015-1-10,10,1,2015,7
577,2015-1-10,10,1,2015,7
578,2015-1-10,10,1,2015,7
579,2015-1-10,10,1,2015,7
580,2015-1-10,10,1,2015,7
581,2015-1-10,10,1,2015,7
582,2015-1-10,10,1,2015,7
583,2015-1-10,10,1,2015,7
584,2015-1-10,10,1,2015,7
585,2015-1-10,10,1,2015,7
586,2015-1-10,10,1,2015,7
587,2015-1-10,10,1,2015,7
588,2015-1-10,10,1,2015,7
589,2015-1-10,10,1,2015,7
590,2015-1-10,10,1,2015,7
591,2015-1-10,10,1,2015,7
592,2015-1-10,10,1,2015,7
593,2015-1-10,10,1,2015,7
594,2015-1-10,10,1,2015,7
595,2015-1-10,10,1,2015,7
596,2015-1-10,10,1,2015,7
597,2015-1-10,10,1,2015,7
598,2015-1-10,10,1,2015,7
599,2015-1-10,10,1,2015,7
600,2015-1-10,10,1,2015,7
601,2015-1-10,10,1,2015,7
602,2015-1-10,10,1,2015,7
603,2015-1-10,10,1,2015,7
604,2015-1-10,10,1,2015,7
605,2015-1-10,10,1,2015,7
606,2015-1-10,10,1,2015,7
607,2015-1-10,10,1,2015,7
608,2015-1-10,10,1,2015,7
609,2015-1-10,10,1,2015,7
610,2015-1-10,10,1,2015,7
611,2015-1-10,10,1,2015,7
612,2015-1-10,10,1,2015,7
613,2015-1-10,10,1,2015,7
614,2015-1-10,10,1,2015,7
615,2015-1-10,10,1,2015,7
616,2015-1-10,10,1,2015,7
617,2015-1-10,10,1,2015,7
618,2015-1-10,10,1,2015,7
619,2015-1-10,10,1,2015,7
620,2015-1-10,10,1,2015,7
621,2015-1-10,10,1,2015,7
622,2015-1-10,10,1,2015,7
623,2015-1-10,10,1,2015,7
624,2015-1-10,10,1,2015,7
625,2015-1-10,10,1,2015,7
626,2015-1-10,10,1,2015,7
627,2015-1-10,10,1,2015,7
628,2015-1-10,10,1,2015,7
629,2015-1-10,10,1,2015,7
630,2015-1-11,11,1,2015,1
631,2015-1-11,11,1,2015,1
632,2015-1-11,11,1,2015,1
633,2015-1-11,11,1,2015,1
634,2015-1-11,11,1,2015,1
635,2015-1-11,11,1,2015,1
636,2015-1-11,11,1,2015,1
637,2015-1-11,11,1,2015,1
638,2015-1-11,11,1,2015,1
639,2015-1-11,11,1,2015,1
640,2015-1-11,11,1,2015,1
641,2015-1-11,11,1,2015,1
642,2015-1-11,11,1,2015,1
643,2015-1-11,11,1,2015,1
644,2015-1-11,11,1,2015,1
645,2015-1-11,11,1,2015,1
646,2015-1-11,11,1,2015,1
647,2015-1-11,11,1,2015,1
648,2015-1-11,11,1,2015,1
649,2015-1-11,11,1,2015,1
650,2015-1-11,11,1,2015,1
651,2015-1-11,11,1,2015,1
652,2015-1-11,11,1,2015,1
653,2015-1-11,11,1,2015,1
654,2015-1-11,11,1,2015,1
655,2015-1-11,11,1,2015,1
656,2015-1-11,11,1,2015,1
657,2015-1-11,11,1,2015,1
658,2015-1-11,11,1,2015,1
659,2015-1-11,11,1,2015,1
660,2015-1-11,11,1,2015,1
661,2015-1-11,11,1,2015,1
662,2015-1-11,11,1,2015,1
663,2015-1-11,11,1,2015,1
664,2015-1-11,11,1,2015,1
665,2015-1-11,11,1,2015,1
666,2015-1-11,11,1,2015,1
667,2015-1-11,11,1,2015,1
668,2015-1-11,11,1,2015,1
669,2015-1-11,11,1,2015,1
670,2015-1-11,11,1,2015,1
671,2015-1-11,11,1,2015,1
672,2015-1-11,11,1,2015,1
673,2015-1-11,11,1,2015,1
674,2015-1-11,11,1,2015,1
675,2015-1-11,11,1,2015,1
676,2015-1-11,11,1,2015,1
677,2015-1-11,11,1,2015,1
678,2015-1-11,11,1,2015,1
679,2015-1-11,11,1,2015,1
680,2015-1-11,11,1,2015,1
681,2015-1-11,11,1,2015,1
682,2015-1-12,12,1,2015,2
683,2015-1-12,12,1,2015,2
684,2015-1-12,12,1,2015,2
685,2015-1-12,12,1,2015,2
686,2015-1-12,12,1,2015,2
687,2015-1-12,12,1,2015,2
688,2015-1-12,12,1,2015,2
689,2015-1-12,12,1,2015,2
690,2015-1-12,12,1,2015,2
691,2015-1-12,12,1,2015,2
692,2015-1-12,12,1,2015,2
693,2015-1-12,12,1,2015,2
694,2015-1-12,12,1,2015,2
695,2015-1-12,12,1,2015,2
696,2015-1-12,12,1,2015,2
697,2015-1-12,12,1,2015,2
698,2015-1-12,12,1,2015,2
699,2015-1-12,12,1,2015,2
700,2015-1-12,12,1,2015,2
701,2015-1-12,12,1,2015,2
702,2015-1-12,12,1,2015,2
703,2015-1-12,12,1,2015,2
704,2015-1-12,12,1,2015,2
705,2015-1-12,12,1,2015,2
706,2015-1-12,12,1,2015,2
707,2015-1-12,12,1,2015,2
708,2015-1-12,12,1,2015,2
709,2015-1-12,12,1,2015,2
710,2015-1-12,12,1,2015,2
711,2015-1-12,12,1,2015,2
712,2015-1-12,12,1,2015,2
713,2015-1-12,12,1,2015,2
714,2015-1-12,12,1,2015,2
715,2015-1-12,12,1,2015,2
716,2015-1-12,12,1,2015,2
717,2015-1-12,12,1,2015,2
718,2015-1-12,12,1,2015,2
719,2015-1-12,12,1,2015,2
720,2015-1-12,12,1,2015,2
721,2015-1-12,12,1,2015,2
722,2015-1-12,12,1,2015,2
723,2015-1-12,12,1,2015,2
724,2015-1-12,12,1,2015,2
725,2015-1-12,12,1,2015,2
726,2015-1-12,12,1,2015,2
727,2015-1-12,12,1,2015,2
728,2015-1-12,12,1,2015,2
729,2015-1-12,12,1,2015,2
730,2015-1-12,12,1,2015,2
731,2015-1-12,12,1,2015,2
732,2015-1-12,12,1,2015,2
733,2015-1-12,12,1,2015,2
734,2015-1-12,12,1,2015,2
735,2015-1-12,12,1,2015,2
736,2015-1-12,12,1,2015,2
737,2015-1-13,13,1,2015,3
738,2015-1-13,13,1,2015,3
739,2015-1-13,13,1,2015,3
740,2015-1-13,13,1,2015,3
741,2015-1-13,13,1,2015,3
742,2015-1-13,13,1,2015,3
743,2015-1-13,13,1,2015,3
744,2015-1-13,13,1,2015,3
745,2015-1-13,13,1,2015,3
746,2015-1-13,13,1,2015,3
747,2015-1-13,13,1,2015,3
748,2015-1-13,13,1,2015,3
749,2015-1-13,13,1,2015,3
750,2015-1-13,13,1,2015,3
751,2015-1-13,13,1,2015,3
752,2015-1-13,13,1,2015,3
753,2015-1-13,13,1,2015,3
754,2015-1-13,13,1,2015,3
755,2015-1-13,13,1,2015,3
756,2015-1-13,13,1,2015,3
757,2015-1-13,13,1,2015,3
758,2015-1-13,13,1,2015,3
759,2015-1-13,13,1,2015,3
760,2015-1-13,13,1,2015,3
761,2015-1-13,13,1,2015,3
762,2015-1-13,13,1,2015,3
763,2015-1-13,13,1,2015,3
764,2015-1-13,13,1,2015,3
765,2015-1-13,13,1,2015,3
766,2015-1-13,13,1,2015,3
767,2015-1-13,13,1,2015,3
768,2015-1-13,13,1,2015,3
769,2015-1-13,13,1,2015,3
770,2015-1-13,13,1,2015,3
771,2015-1-13,13,1,2015,3
772,2015-1-13,13,1,2015,3
773,2015-1-13,13,1,2015,3
774,2015-1-13,13,1,2015,3
775,2015-1-13,13,1,2015,3
